property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 25,10.0,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5.0,5.0,3+,3.0,East,Moderately Old,,9500.0,9000.0,0.0,1.0,0.0,1.0,0.0,2.0,29.0,540.0
flat,park royal apartment,sector 56,1.71,7600.0,2250.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,5.0,North-East,Moderately Old,,2251.0,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,118.0,750.0
flat,mahindra aura,sector 110,1.4,9655.0,1450.0,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,10.0,North,Relatively New,1615.0,1550.0,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,483.3333333333333
flat,ireo victory valley,sector 67,3.65,13529.0,2698.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),3.0,4.0,3+,18.0,North,Relatively New,2698.0,2490.0,,0.0,1.0,0.0,1.0,0.0,1.0,61.0,899.3333333333334
flat,signature global solera,sector 107,0.6,8000.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,8.0,,Undefined,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,250.0
flat,tulip violet,sector 69,1.44,9125.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,2,1.0,South,Relatively New,1578.0,,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,526.0
flat,m3m capital,sector 113,2.37,11499.0,2061.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3+,20.0,East,Under Construction,,2060.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,515.25
flat,zara aavaas,sector 104,0.2,6645.0,301.0,Carpet area: 301 (27.96 sq.m.),1.0,2.0,2,3.0,,New Property,,,301.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,301.0
flat,godrej nature plus,sector 33,1.5,10197.0,1471.0,Carpet area: 1385 (128.67 sq.m.),2.0,2.0,3+,2.0,South-East,Under Construction,,,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,735.5
flat,m3m capital,sector 113,1.83,13969.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,0,7.0,,Undefined,,1310.0,,0.0,0.0,0.0,0.0,0.0,0.0,68.0,655.0
house,independent,sector 4,3.2,14222.0,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,2,2.0,,Old Property,,2250.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,750.0
flat,breez global heights 88a,sector 88a,0.5,8375.0,597.0,Carpet area: 597 (55.46 sq.m.),3.0,2.0,2,2.0,,Under Construction,,,597.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,199.0
flat,south city 1 floors,sector 41,3.4,11724.0,2900.0,Built Up area: 2900 (269.42 sq.m.),4.0,4.0,3,0.0,,Undefined,,2900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4550.0,Super Built up area 4650(432 sq.m.)Built Up area: 4630 sq.ft. (430.14 sq.m.)Carpet area: 4550 sq.ft. (422.71 sq.m.),4.0,4.0,3+,11.0,North-East,Relatively New,4650.0,4630.0,4550.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1137.5
flat,vatika city,sector 49,1.72,7818.0,2200.0,Carpet area: 2200 (204.39 sq.m.),3.0,3.0,2,2.0,North-East,Old Property,,,2200.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,733.3333333333334
flat,smart world orchard,sector 61,2.2,13497.0,1630.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2,1.0,North-East,Under Construction,,,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,543.3333333333334
flat,vatika iris floors,sector 82,0.63,5590.0,1127.0,Super Built up area 1134(105.35 sq.m.),2.0,2.0,3+,2.0,East,Relatively New,1134.0,,,1.0,0.0,0.0,0.0,0.0,0.0,110.0,563.5
flat,corona optus,sector 37,1.4,7035.0,1990.0,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3.0,3.0,3+,4.0,South,Relatively New,1990.0,1890.0,1790.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,663.3333333333334
flat,unitech south park,sector 70,1.13,7001.0,1614.0,Super Built up area 1610(149.57 sq.m.),3.0,3.0,2,1.0,,Under Construction,1610.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,538.0
house,hero homes,sector 104,1.95,21196.0,920.0,Plot area 920(85.47 sq.m.),3.0,5.0,3+,2.0,,Moderately Old,,920.0,,0.0,0.0,0.0,0.0,0.0,0.0,64.0,306.6666666666667
flat,shree vardhman victoria,sector 70,1.75,8974.0,1950.0,Built Up area: 1950 (181.16 sq.m.),3.0,5.0,0,0.0,,Undefined,,1950.0,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,650.0
flat,indiabulls centrum park,sector 103,2.45,8522.0,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,4.0,3,11.0,East,Relatively New,2875.0,,,1.0,1.0,1.0,1.0,0.0,0.0,38.0,718.75
house,vatika signature villas,sector 82,4.7,21759.0,2160.0,Plot area 240(200.67 sq.m.),3.0,3.0,3+,3.0,,New Property,,2160.0,,0.0,1.0,0.0,0.0,0.0,0.0,33.0,720.0
house,independent,sector 28,0.7,8102.0,864.0,Plot area 864(80.27 sq.m.),2.0,2.0,0,2.0,North,Old Property,,864.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,432.0
flat,m3m soulitude,sector 89,1.3,8701.0,1494.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,3.0,2,1.0,,New Property,1500.0,,900.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,498.0
house,international city by sobha phase 2,sector 109,6.5,12037.0,5400.0,Plot area 5400(501.68 sq.m.),4.0,4.0,3+,1.0,North-East,New Property,,5400.0,,0.0,1.0,0.0,0.0,0.0,1.0,160.0,1350.0
flat,signature global the millennia,sector 37d,0.55,9167.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,2.0,3,3.0,,New Property,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,300.0
flat,signature global park,sohna road,0.9,8036.0,1120.0,Super Built up area 1120(104.05 sq.m.),3.0,2.0,2,2.0,South,Under Construction,1120.0,,,0.0,0.0,0.0,0.0,0.0,0.0,144.0,373.3333333333333
flat,m3m woodshire,sector 107,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2.0,2.0,3,0.0,North-East,Relatively New,1534.0,,1056.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,767.0
flat,emaar mgf the palm drive,sector 66,3.5,16471.0,2125.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3.0,4.0,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,708.3333333333334
flat,dlf regal gardens,sector 90,1.78,8036.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3+,8.0,South,Relatively New,2215.0,2000.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,553.75
flat,sanskriti apartments,sector 43,2.5,13514.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,2.0,3,5.0,East,Old Property,1850.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,616.6666666666666
house,independent,sector 38,3.9,21242.0,1836.0,Plot area 204(170.57 sq.m.),6.0,6.0,3+,3.0,North-East,Moderately Old,,1836.0,,1.0,1.0,0.0,1.0,0.0,0.0,32.0,306.0
house,independent,sector 3,0.55,6707.0,820.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2.0,2.0,1,2.0,South-East,Moderately Old,,810.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0
flat,bptp terra,sector 37d,1.67,7622.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4.0,4.0,3,11.0,West,Relatively New,2191.0,2091.0,1991.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,547.75
flat,shree vardhman flora,sector 90,0.65,6792.0,957.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3,9.0,South-East,Relatively New,1350.0,1050.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,478.5
flat,m3m golfestate,sector 65,5.5,16960.0,3243.0,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),3.0,4.0,3,3.0,North-East,Relatively New,3243.0,2803.0,2388.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1081.0
flat,dlf regal gardens,sector 90,2.05,8999.0,2278.0,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,5.0,,Relatively New,2215.0,,,0.0,0.0,0.0,0.0,0.0,1.0,49.0,569.5
house,independent,sector 51,2.25,2778.0,8100.0,Plot area 100(83.61 sq.m.),6.0,3.0,3+,3.0,North-West,Relatively New,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1350.0
house,unitech uniworld resorts,sector 33,11.0,26667.0,4125.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,3.0,,New Property,,500.0,,1.0,1.0,0.0,0.0,0.0,0.0,58.0,825.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,1368.0,Super Built up area 1368(127.09 sq.m.),2.0,2.0,3,0.0,North-East,Relatively New,1368.0,,,0.0,0.0,0.0,0.0,1.0,0.0,49.0,684.0
flat,mapsko mount ville,sector 79,1.65,9091.0,1815.0,Built Up area: 1815 (168.62 sq.m.),3.0,3.0,0,12.0,,Undefined,,1815.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
flat,vatika gurgaon,sector 83,0.98,8167.0,1200.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,600.0
flat,essel towers,sector 14,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3.0,4.0,3+,3.0,North-West,Undefined,,,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.6666666666666
flat,dlf the skycourt,sector 86,1.5,7776.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3.0,3.0,1,15.0,South-East,Relatively New,1929.0,1550.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,643.0
house,satya the hermitage,sector 103,4.35,13501.0,3222.0,Plot area 358(299.33 sq.m.),4.0,4.0,3+,2.0,North,Relatively New,,3222.0,,1.0,1.0,1.0,1.0,0.0,1.0,138.0,805.5
flat,tulip violet,sector 69,1.3,8286.0,1569.0,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,0.0,86.0,523.0
flat,chd avenue,sector 71,1.1,6104.0,1802.0,Super Built up area 1802(167.41 sq.m.),3.0,4.0,3,3.0,South,Moderately Old,1802.0,,,0.0,1.0,0.0,0.0,0.0,0.0,26.0,600.6666666666666
flat,dlf the primus,sector 82a,1.59,10338.0,1538.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3+,5.0,North-East,Relatively New,1799.0,,1538.0,0.0,0.0,0.0,0.0,1.0,2.0,167.0,512.6666666666666
flat,godrej icon,sector 88a,1.65,9041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,12.0,,New Property,1825.0,,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,608.3333333333334
flat,dlf the ultima,sector 81,2.28,10842.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,14.0,East,Relatively New,2103.0,1750.0,1257.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,701.0
flat,dlf new town heights,sector 90,1.6,6768.0,2364.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,10.0,West,Relatively New,2364.0,,,0.0,1.0,0.0,1.0,0.0,0.0,88.0,591.0
flat,dlf regal gardens,sector 90,1.21,6926.0,1747.0,Super Built up area 1747(162.3 sq.m.),3.0,3.0,3+,29.0,West,Relatively New,1747.0,,,0.0,0.0,0.0,0.0,1.0,0.0,95.0,582.3333333333334
flat,dlf regal gardens,sector 90,1.25,10417.0,1200.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,18.0,North,Moderately Old,1702.0,,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,400.0
flat,bestech park view residency,sector 2,0.98,6931.0,1414.0,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,11.0,East,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,0.0,83.0,707.0
flat,experion the heartsong,sector 108,0.93,6078.0,1530.0,Super Built up area 1283(119.19 sq.m.),2.0,3.0,3,10.0,East,Relatively New,1283.0,,,0.0,0.0,0.0,0.0,0.0,0.0,81.0,765.0
flat,smart world orchard,sector 61,2.24,14461.0,1549.0,Super Built up area 1549(143.91 sq.m.),3.0,3.0,2,3.0,,New Property,1549.0,,,0.0,0.0,0.0,0.0,1.0,0.0,61.0,516.3333333333334
flat,kiran residency,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,5.0,North,Old Property,2000.0,,,0.0,1.0,0.0,0.0,0.0,1.0,52.0,666.6666666666666
flat,supertech araville,sector 79,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,17.0,,Relatively New,1295.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,647.5
flat,la vida by tata housing,sector 113,1.93,12223.0,1579.0,Super Built up area 1579(146.69 sq.m.),3.0,3.0,2,8.0,,Under Construction,1579.0,,,0.0,0.0,0.0,0.0,0.0,0.0,71.0,526.3333333333334
flat,ats triumph,sector 104,2.6,8814.0,2950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4.0,4.0,3+,16.0,East,Relatively New,3150.0,,2950.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0,737.5
house,experion windchants,sector 112,7.46,10260.0,7271.0,Built Up area: 6350 (589.93 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,,6350.0,,0.0,1.0,0.0,1.0,0.0,1.0,62.0,1817.75
flat,ambience creacions,sector 22,4.8,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4.0,6.0,3+,10.0,North-East,New Property,,,2500.0,0.0,1.0,0.0,1.0,0.0,2.0,49.0,625.0
flat,experion the heartsong,sector 108,0.97,9238.0,1050.0,Carpet area: 1050 (97.55 sq.m.),2.0,2.0,3,10.0,North-East,Relatively New,,,1050.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,525.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,12.0,East,Relatively New,915.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,457.5
flat,dlf garden city floors,sector 92,1.7,8586.0,1980.0,Super Built up area 1630(151.43 sq.m.),3.0,4.0,2,1.0,,Under Construction,1630.0,,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,660.0
house,independent,sector 26,6.75,27778.0,2430.0,Plot area 270(225.75 sq.m.),3.0,3.0,3,2.0,North-East,Moderately Old,,2430.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,810.0
flat,dlf new town heights,sector 90,1.2,6218.0,1930.0,Carpet area: 1930 (179.3 sq.m.),3.0,3.0,3+,8.0,North-West,Moderately Old,,,1930.0,0.0,1.0,0.0,1.0,0.0,0.0,59.0,643.3333333333334
flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,6.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,1.0,0.0,0.0,167.0,650.0
house,independent,sector 13,1.5,11538.0,1300.0,Plot area 1300(120.77 sq.m.),2.0,7.0,3,4.0,East,Moderately Old,,1300.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
flat,antriksh heights,sector 84,0.69,5111.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3+,8.0,West,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,59.0,675.0
flat,ss,sector 85,1.2,7151.0,1678.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2.0,2.0,3,15.0,North-East,Relatively New,1671.0,1660.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,839.0
flat,apartment,sector 92,0.75,4688.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3.0,4.0,3,2.0,East,Moderately Old,,,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,533.3333333333334
flat,vatika city,sector 49,1.69,8622.0,1960.0,Carpet area: 1960 (182.09 sq.m.),3.0,3.0,3,3.0,North,Moderately Old,,,1960.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,653.3333333333334
flat,ireo victory valley,sector 67,4.5,14098.0,3192.0,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4.0,4.0,3+,0.0,North,Relatively New,3192.0,3160.0,3000.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0,798.0
house,unitech uniworld resorts,sector 33,8.5,17820.0,4770.0,Plot area 530(443.15 sq.m.),5.0,5.0,3+,3.0,North,New Property,,4770.0,,1.0,1.0,1.0,1.0,0.0,1.0,145.0,954.0
flat,signature global solera,sector 107,0.4,6645.0,602.0,Super Built up area 602(55.93 sq.m.)Carpet area: 548 sq.ft. (50.91 sq.m.),2.0,2.0,1,7.0,,Relatively New,602.0,,548.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,301.0
flat,hsiidc sidco aravali,manesar,0.9,3648.0,2467.0,Super Built up area 2467(229.19 sq.m.),4.0,4.0,3,7.0,,Moderately Old,2467.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.75
flat,residency grand,sector 52,5.0,7692.0,6500.0,Carpet area: 5200 (483.1 sq.m.),5.0,7.0,3+,1.0,East,Moderately Old,,,5200.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0,1300.0
flat,whiteland blissville,sector 76,1.9,11364.0,1672.0,Super Built up area 1672(155.33 sq.m.),3.0,3.0,2,0.0,,Under Construction,1672.0,,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,557.3333333333334
flat,spaze privy at,sector 84,1.24,6465.0,1918.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1918.0,1650.0,1550.0,1.0,0.0,0.0,0.0,0.0,1.0,158.0,639.3333333333334
flat,central park flower valley,sector 33,1.4,21538.0,650.0,Super Built up area 650(60.39 sq.m.),3.0,3.0,3,2.0,,Under Construction,650.0,,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,216.66666666666666
flat,rof ananda,sector 95,0.46,6319.0,728.0,Carpet area: 728 (67.63 sq.m.),2.0,2.0,2,11.0,North-West,New Property,,,728.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,364.0
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,1130.0,Built Up area: 1130 (104.98 sq.m.),2.0,2.0,2,4.0,East,Under Construction,,1130.0,,0.0,0.0,0.0,0.0,0.0,1.0,133.0,565.0
flat,conscient heritage max,sector 102,1.82,9372.0,1942.0,Super Built up area 1942(180.42 sq.m.),3.0,4.0,3+,15.0,East,Moderately Old,1942.0,,,0.0,1.0,0.0,0.0,0.0,0.0,125.0,647.3333333333334
flat,tulsiani easy in homes,sohna road,0.4,6723.0,595.0,Carpet area: 595 (55.28 sq.m.),2.0,2.0,3,12.0,,New Property,,,595.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,297.5
flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3.0,3.0,3+,3.0,South,Moderately Old,2588.0,1900.0,1877.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,862.6666666666666
flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,2,6.0,North-West,Relatively New,,,1950.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,650.0
flat,conscient elevate,sector 59,3.78,16499.0,2291.0,Carpet area: 2295 (213.21 sq.m.),3.0,3.0,3,3.0,,Under Construction,,,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,763.6666666666666
flat,emaar gurgaon greens,sector 102,1.42,8606.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,128.0,550.0
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,8.0,North-East,Relatively New,1750.0,1466.0,1350.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,583.3333333333334
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,0,1.0,West,Undefined,1000.0,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
flat,pyramid urban homes 2,sector 86,0.42,8485.0,495.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,2.0,North-East,New Property,,,501.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0,247.5
flat,prime habitat,sector 99,0.26,4745.0,548.0,Carpet area: 550 (51.1 sq.m.),2.0,2.0,1,6.0,North-East,Relatively New,,,550.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,274.0
flat,ramsons kshitij,sector 95,0.4,5839.0,685.0,Carpet area: 685 (63.64 sq.m.),3.0,2.0,2,6.0,,Undefined,,,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.33333333333334
flat,the lions cghs,sector 56,2.05,9535.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,4.0,3,7.0,West,Relatively New,2150.0,2000.0,1950.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,537.5
flat,sare crescent parc,sector 92,0.87,4971.0,1750.0,Super Built up area 1750(162.58 sq.m.),4.0,4.0,2,2.0,East,Moderately Old,1750.0,,,0.0,0.0,1.0,0.0,0.0,2.0,115.0,437.5
flat,microtek greenburg,sector 86,1.65,8707.0,1895.0,Super Built up area 1895(176.05 sq.m.),3.0,4.0,3,8.0,North-West,Relatively New,1895.0,,,0.0,1.0,0.0,0.0,0.0,0.0,124.0,631.6666666666666
house,bhawani enclave,sector 12,0.42,8235.0,510.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3.0,3.0,0,2.0,East,New Property,,,510.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,170.0
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,3.0,North-West,Relatively New,1975.0,1750.0,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,113.0,493.75
flat,the khushboo cooperative housing society ltd,sector 9,0.88,4889.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1123 sq.ft. (104.33 sq.m.),3.0,3.0,2,2.0,North-West,Old Property,1800.0,,1123.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,600.0
flat,tarc maceo,sector 91,1.4,7407.0,1890.0,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,630.0
flat,m3m golfestate,sector 65,5.9,17544.0,3363.0,Super Built up area 3363(312.43 sq.m.),3.0,3.0,3,9.0,,Moderately Old,3363.0,,,1.0,0.0,0.0,0.0,0.0,2.0,21.0,1121.0
flat,signature global city 81,sector 81,0.82,8641.0,949.0,Built Up area: 955 (88.72 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2.0,2.0,3,2.0,East,Undefined,,955.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,474.5
flat,bestech park view grand spa,sector 81,3.3,12222.0,2700.0,Super Built up area 3470(322.37 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4.0,5.0,3+,4.0,North-East,Relatively New,3470.0,,2700.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,675.0
flat,gls avenue 51,sector 92,0.5,7812.0,640.0,Carpet area: 640 (59.46 sq.m.),3.0,3.0,1,12.0,,New Property,,,640.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,213.33333333333334
flat,tulip purple,sector 69,1.8,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,5.0,3+,4.0,North-East,Relatively New,2400.0,2200.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,500.0
