property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 61,2.17,3.0,3.0,3,Under Construction,1721.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.35,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 106,1.05,3.0,4.0,3+,Relatively New,1345.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 14,4.26,4.0,4.0,0,Old Property,3250.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0.0,0.0,1.0,Medium,High Floor
house,sector 57,3.65,6.0,6.0,2,Moderately Old,3450.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 109,1.2,3.0,2.0,2,Relatively New,1701.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 107,0.98,2.0,2.0,3,Relatively New,1281.0,0.0,0.0,1.0,High,Mid Floor
house,sector 56,7.5,8.0,8.0,3+,Relatively New,3240.0,1.0,0.0,2.0,Low,Mid Floor
flat,sector 70,1.65,3.0,4.0,3+,New Property,1923.0,1.0,0.0,0.0,Medium,High Floor
house,sector 48,5.5,3.0,6.0,2,Moderately Old,2592.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.38,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,0.0,High,High Floor
house,sector 69,0.8,1.0,1.0,0,New Property,763.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 52,1.85,3.0,3.0,3,Moderately Old,2127.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 78,0.75,2.0,2.0,1,Moderately Old,1239.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,1.3,3.0,3.0,0,New Property,1997.0,0.0,0.0,0.0,Low,High Floor
flat,sohna road,0.54,2.0,1.0,3,New Property,828.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 37d,0.55,2.0,2.0,3,New Property,610.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.0,2.0,2.0,2,Relatively New,1433.0,0.0,0.0,0.0,Low,High Floor
flat,sector 99,1.32,3.0,5.0,3,New Property,1737.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 112,5.49,4.0,5.0,3+,Relatively New,3655.35,1.0,0.0,1.0,High,Mid Floor
flat,sector 89,1.0,2.0,2.0,3,New Property,1233.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.0,2.0,2.0,3,Relatively New,1700.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0.0,0.0,0.0,Low,Low Floor
house,sector 57,3.8,2.0,8.0,3+,Relatively New,1458.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 92,0.65,3.0,3.0,2,Relatively New,1574.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37d,1.36,3.0,3.0,3,Under Construction,1535.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37d,1.25,3.0,3.0,3+,Under Construction,1725.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 110,0.28,2.0,1.0,1,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.3,2.0,2.0,3,Relatively New,1009.0,0.0,1.0,0.0,Medium,Low Floor
house,sector 28,13.0,10.0,10.0,3+,Relatively New,8056.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 53,4.8,3.0,4.0,3+,Relatively New,2500.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 104,1.35,4.0,5.0,3+,Relatively New,2991.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 53,8.25,3.0,4.0,3,Under Construction,2661.0,1.0,0.0,2.0,Low,Mid Floor
house,sector 5,0.85,1.0,1.0,0,Relatively New,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.65,3.0,3.0,3,Moderately Old,1304.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 69,0.75,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 7,0.69,1.0,1.0,1,Old Property,758.0,0.0,0.0,0.0,Low,Low Floor
house,sector 40,5.0,9.0,9.0,3+,Moderately Old,2367.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 78,0.88,3.0,4.0,3,Moderately Old,1668.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,2.1,3.0,4.0,2,Relatively New,1800.0,1.0,0.0,1.0,High,High Floor
flat,sector 65,3.0,3.0,3.0,3,Under Construction,1828.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.7,4.0,4.0,3+,Moderately Old,2005.0,1.0,0.0,0.0,Low,High Floor
flat,sector 83,1.8,3.0,3.0,3,Relatively New,1549.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 61,1.85,2.0,2.0,2,New Property,1389.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 53,6.5,4.0,5.0,3+,Relatively New,3000.0,1.0,0.0,1.0,High,Mid Floor
house,sector 26,5.8,4.0,4.0,3+,Old Property,4518.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 33,1.1,2.0,2.0,2,Under Construction,1533.0,0.0,0.0,0.0,Medium,High Floor
house,sector 5,1.5,6.0,1.0,0,New Property,3000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.7,3.0,2.0,2,Relatively New,1325.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,2.0,3.0,3.0,3+,Relatively New,1456.0,0.0,1.0,0.0,Medium,Low Floor
house,sohna road,0.85,3.0,2.0,2,Under Construction,1120.0,0.0,0.0,0.0,Low,Low Floor
house,sector 12,6.0,9.0,9.0,3+,Old Property,9000.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 14,6.5,4.0,4.0,3+,Moderately Old,3150.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,1.18,4.0,4.0,3,Relatively New,2518.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 106,1.15,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,1.0,High,High Floor
flat,sector 9,1.2,4.0,3.0,2,Moderately Old,2000.0,0.0,0.0,1.0,Low,Mid Floor
flat,sohna road,0.28,2.0,2.0,2,Relatively New,520.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 23,2.7,5.0,5.0,2,Old Property,1450.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 74,2.7,3.0,3.0,3,New Property,2018.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 92,0.7,3.0,3.0,0,Relatively New,1572.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 6,1.0,6.0,4.0,0,Moderately Old,240.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 53,4.0,5.0,5.0,2,Relatively New,2250.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 3,0.75,4.0,2.0,2,Old Property,1170.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.28,2.0,2.0,2,Relatively New,500.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 28,4.5,4.0,4.0,0,Relatively New,3240.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,0.85,2.0,2.0,3,Relatively New,1611.0,0.0,0.0,0.0,Medium,High Floor
house,sector 72,3.09,5.0,5.0,3+,Relatively New,3653.0,1.0,0.0,1.0,Low,High Floor
flat,sector 99,0.35,2.0,2.0,1,Relatively New,606.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,3.0,4.0,4.0,3,Relatively New,2700.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 47,1.05,2.0,2.0,2,Relatively New,1108.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 50,7.1,3.0,3.0,3,Moderately Old,2259.0,1.0,0.0,0.0,Low,Low Floor
house,sector 38,4.3,3.0,9.0,3+,Relatively New,1494.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37d,0.71,2.0,2.0,3,New Property,1100.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.6,3.0,3.0,3,Relatively New,2303.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,1.75,3.0,3.0,3+,Relatively New,1900.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 43,2.5,3.0,3.0,2,New Property,195.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.95,3.0,3.0,3+,New Property,2544.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 84,2.2,4.0,4.0,3,Relatively New,3222.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 45,8.5,5.0,4.0,2,Moderately Old,3240.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 70,0.53,2.0,2.0,2,Under Construction,991.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,0.9,1.0,1.0,0,New Property,683.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,2.3,4.0,4.0,3+,New Property,2000.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 5,0.95,4.0,3.0,2,Old Property,1070.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.35,2.0,2.0,0,New Property,637.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 83,3.15,5.0,7.0,3+,Relatively New,3200.0,1.0,0.0,1.0,High,High Floor
flat,sector 103,0.23,1.0,1.0,1,Relatively New,400.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,2.78,3.0,3.0,3,Relatively New,1829.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 84,1.5,3.0,3.0,3,Relatively New,1833.0,1.0,0.0,1.0,Low,High Floor
flat,sector 81,0.49,2.0,2.0,3,Relatively New,700.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 33,1.35,2.0,2.0,2,New Property,1210.0,0.0,0.0,2.0,Medium,Mid Floor
house,sector 14,6.4,6.0,6.0,3+,Old Property,3150.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 68,1.1,2.0,2.0,3,Relatively New,1150.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.3,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 113,2.9,4.0,4.0,3+,Under Construction,2553.0,1.0,0.0,0.0,Low,High Floor
flat,sector 48,1.5,3.0,3.0,3,Old Property,1600.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 43,2.55,3.0,3.0,2,Relatively New,1935.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 63,8.5,4.0,4.0,0,New Property,3950.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 108,0.65,2.0,2.0,2,Relatively New,1235.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 84,2.28,4.0,4.0,3+,Relatively New,2998.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 84,0.88,3.0,3.0,3,Relatively New,1652.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.99,2.0,2.0,2,New Property,1145.0,0.0,0.0,0.0,High,High Floor
flat,sector 37d,1.4,3.0,3.0,3,Relatively New,1711.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 3,0.68,5.0,3.0,0,Moderately Old,1755.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.71,3.0,3.0,3,Relatively New,1473.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 25,3.7,4.0,4.0,3,Old Property,2333.0,1.0,0.0,1.0,Low,High Floor
flat,sohna road,0.91,2.0,2.0,3,New Property,1222.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 72,3.25,3.0,3.0,3,Moderately Old,2986.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 81,2.2,3.0,4.0,3+,Relatively New,1900.0,1.0,0.0,2.0,Low,High Floor
house,sector 11,4.0,5.0,4.0,1,Moderately Old,2025.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.78,3.0,3.0,3+,Relatively New,1765.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37,0.99,3.0,5.0,3+,Relatively New,1400.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 56,2.95,2.0,2.0,0,Moderately Old,1458.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 84,0.54,2.0,2.0,3+,Relatively New,1086.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 82,0.85,2.0,2.0,2,Relatively New,1176.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.6,2.0,2.0,2,Relatively New,974.0,0.0,0.0,0.0,Low,High Floor
house,sector 14,6.5,5.0,5.0,0,Moderately Old,2500.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 2,1.0,3.0,7.0,3+,Moderately Old,1215.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,695.0,0.0,0.0,0.0,Low,High Floor
flat,sector 92,0.5,3.0,3.0,2,Relatively New,1068.0,0.0,0.0,0.0,Low,Low Floor
house,sector 22,4.75,7.0,5.0,3+,Old Property,2367.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 109,6.0,4.0,4.0,3+,Relatively New,2430.0,1.0,1.0,0.0,High,Low Floor
flat,sector 60,2.12,2.0,2.0,2,Relatively New,1350.0,0.0,0.0,1.0,High,Low Floor
flat,sector 86,1.59,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,1.0,High,High Floor
house,sector 25,6.5,4.0,4.0,3+,Moderately Old,1800.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 66,1.7,2.0,2.0,2,Relatively New,1072.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,2.6,3.0,3.0,2,New Property,1711.0,0.0,0.0,0.0,Low,High Floor
house,sector 28,8.95,5.0,6.0,3+,Moderately Old,5000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,1.44,4.0,4.0,3,Relatively New,2267.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 22,2.55,3.0,3.0,3,Relatively New,1860.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 36,1.0,3.0,2.0,3,New Property,1122.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 48,4.95,7.0,7.0,3+,Old Property,2403.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 39,1.5,4.0,3.0,3,Old Property,2611.0,1.0,0.0,2.0,Low,Mid Floor
flat,sector 77,0.86,2.0,2.0,2,New Property,1214.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 60,2.15,2.0,3.0,2,Relatively New,1250.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 26,12.5,5.0,5.0,3+,Old Property,3240.0,1.0,1.0,1.0,Medium,Low Floor
flat,sohna road,0.65,2.0,2.0,2,Relatively New,1043.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 70,2.35,4.0,4.0,3+,Moderately Old,2667.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,1.11,2.0,2.0,3,Relatively New,1630.0,0.0,1.0,0.0,High,Mid Floor
house,sector 25,4.25,3.0,2.0,3,Old Property,1350.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 65,2.25,3.0,3.0,3,Relatively New,1600.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 83,0.78,2.0,2.0,2,Relatively New,850.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 84,1.15,2.0,2.0,3,Relatively New,1394.0,0.0,0.0,0.0,Low,High Floor
house,sector 72,3.1,5.0,5.0,3+,Relatively New,3653.0,0.0,0.0,0.0,Low,High Floor
flat,sector 91,2.0,4.0,4.0,3+,Moderately Old,2468.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 70,1.64,3.0,5.0,3,Relatively New,1527.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 9,0.94,3.0,3.0,2,Moderately Old,1722.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 108,2.08,4.0,4.0,3+,Relatively New,2631.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 81,0.89,1.0,1.0,0,Relatively New,1095.0,0.0,0.0,0.0,Low,Low Floor
house,sector 26,18.25,7.0,9.0,3+,Relatively New,11111.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 85,2.13,4.0,4.0,3,Relatively New,2600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,0.65,3.0,2.0,3,Relatively New,1240.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 63a,1.65,2.0,2.0,2,Under Construction,978.0,0.0,0.0,0.0,Low,Low Floor
house,sector 25,9.9,5.0,5.0,2,Moderately Old,3375.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 25,10.0,5.0,6.0,3,Old Property,2700.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 102,2.05,3.0,4.0,3+,Relatively New,2250.0,1.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.9,2.0,2.0,2,Relatively New,1105.0,0.0,0.0,2.0,Medium,High Floor
flat,sector 86,0.6,3.0,2.0,2,New Property,833.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,3.95,3.0,4.0,2,Relatively New,2343.0,1.0,0.0,0.0,Low,High Floor
flat,sohna road,0.4,2.0,2.0,2,Relatively New,762.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 86,0.9,3.0,3.0,2,New Property,1690.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 71,0.37,1.0,1.0,2,Relatively New,425.0,0.0,0.0,1.0,Low,Low Floor
house,sector 24,6.5,4.0,4.0,2,Old Property,2844.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,1.25,4.0,4.0,3,Relatively New,1939.0,1.0,0.0,0.0,Medium,High Floor
house,sector 56,4.0,4.0,4.0,3+,Relatively New,1503.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 50,8.5,4.0,4.0,3,Moderately Old,11111.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.5,3.0,3.0,3+,Relatively New,1466.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 83,0.65,2.0,2.0,2,Relatively New,950.0,0.0,0.0,1.0,High,Low Floor
flat,sector 70a,1.65,2.0,2.0,3,New Property,1142.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 37d,1.72,3.0,3.0,3+,Relatively New,1983.0,1.0,0.0,0.0,Low,Mid Floor
flat,gwal pahari,1.28,3.0,3.0,3,Relatively New,1489.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,2.1,3.0,4.0,3+,Relatively New,2026.0,1.0,0.0,0.0,High,Mid Floor
house,sector 2,2.68,4.0,3.0,2,Moderately Old,1557.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 110,4.1,5.0,5.0,2,Relatively New,3500.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 85,2.1,4.0,4.0,3,Relatively New,2600.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 12,0.65,3.0,3.0,1,New Property,1167.0,0.0,0.0,1.0,Low,Low Floor
house,sector 66,12.0,5.0,6.0,3+,Relatively New,3150.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 85,2.3,4.0,4.0,3+,Relatively New,2545.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 11,2.2,4.0,3.0,2,Old Property,1800.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 37,0.85,2.0,3.0,3,Relatively New,1442.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.38,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 70a,1.2,2.0,2.0,3,Moderately Old,1285.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37d,1.02,3.0,2.0,3,Under Construction,1538.0,0.0,0.0,0.0,Low,High Floor
flat,sector 85,2.14,4.0,4.0,3,Relatively New,2300.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 60,2.82,3.0,3.0,3,Relatively New,2400.0,1.0,0.0,1.0,High,Low Floor
flat,sector 106,6.3,5.0,6.0,3+,Under Construction,3797.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67,4.5,4.0,4.0,3+,Relatively New,2854.0,1.0,0.0,1.0,High,High Floor
flat,sector 57,2.5,3.0,3.0,3,Moderately Old,2036.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 67,2.65,3.0,3.0,3,Relatively New,2047.0,0.0,0.0,1.0,High,Low Floor
flat,sector 102,0.45,2.0,2.0,1,Relatively New,568.0,0.0,0.0,2.0,Medium,High Floor
house,sohna road,0.49,2.0,2.0,1,New Property,1150.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,0.3,1.0,2.0,2,New Property,402.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 111,0.5,1.0,1.0,1,Relatively New,374.0,0.0,0.0,2.0,Medium,Low Floor
flat,sector 69,2.0,4.0,4.0,1,Relatively New,2186.0,0.0,0.0,0.0,Medium,High Floor
house,sector 91,3.6,4.0,4.0,3,New Property,2430.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 28,4.3,3.0,4.0,3,Old Property,3133.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 69,1.52,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 71,1.12,3.0,4.0,3,Moderately Old,1631.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 37d,1.5,3.0,3.0,3,Relatively New,1686.0,0.0,0.0,0.0,Low,High Floor
flat,sector 81,0.89,2.0,2.0,2,Under Construction,1194.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 66,12.0,5.0,6.0,3+,New Property,3150.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 28,2.3,3.0,3.0,3,Moderately Old,1777.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 70a,5.4,4.0,5.0,3+,Relatively New,2610.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 50,2.5,3.0,3.0,3,Relatively New,1894.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 48,3.45,4.0,4.0,3+,Moderately Old,3000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 53,6.44,4.0,4.0,3,Moderately Old,3068.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 89,0.65,2.0,2.0,2,Under Construction,1390.0,0.0,0.0,0.0,Low,High Floor
flat,sector 71,1.32,4.0,4.0,3,Moderately Old,1985.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 107,1.4,3.0,4.0,0,New Property,2137.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 70,1.8,3.0,5.0,3,New Property,2167.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.72,2.0,2.0,3,Relatively New,1095.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 79,1.5,3.0,4.0,3+,Relatively New,1416.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 33,1.35,3.0,2.0,2,New Property,1444.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.83,3.0,4.0,3,Relatively New,1925.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 107,0.29,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,0.65,3.0,2.0,2,New Property,848.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 1,4.75,6.0,7.0,0,Moderately Old,4500.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 36,4.1,3.0,4.0,3,New Property,2820.0,0.0,0.0,2.0,Low,High Floor
flat,sector 12,0.6,3.0,3.0,2,Relatively New,1178.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 90,0.7,2.0,2.0,3,New Property,1176.0,0.0,0.0,0.0,Low,High Floor
flat,sector 86,1.3,2.0,2.0,3,Relatively New,1339.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 43,8.44,4.0,5.0,3,Moderately Old,5000.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 99,3.25,4.0,4.0,3+,New Property,3041.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 99,0.32,2.0,2.0,2,New Property,473.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 55,4.6,3.0,3.0,3+,Old Property,2160.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 33,2.5,3.0,3.0,2,Under Construction,2093.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.25,2.0,2.0,0,Relatively New,481.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.3,3.0,2.0,3+,Relatively New,1303.0,0.0,1.0,1.0,Low,High Floor
flat,sector 67,2.85,4.0,4.0,3+,Moderately Old,2127.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 14,3.5,6.0,4.0,2,Old Property,1935.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,1.85,3.0,4.0,3,Old Property,2278.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 89,1.1,3.0,1.0,0,New Property,1103.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 92,1.1,4.0,4.0,3,Relatively New,2286.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,0.6,2.0,2.0,1,Under Construction,814.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,0.9,2.0,3.0,3,Relatively New,978.23,1.0,0.0,0.0,Medium,Low Floor
house,sector 25,9.0,10.0,10.0,3,Old Property,3159.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 109,2.2,3.0,3.0,2,Moderately Old,2576.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 2,1.4,3.0,3.0,3+,Old Property,1611.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 37,1.35,3.0,3.0,0,New Property,1820.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 107,0.36,2.0,2.0,1,Relatively New,598.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 22,4.7,6.0,6.0,3+,Old Property,2368.0,0.0,1.0,1.0,Medium,Low Floor
flat,sector 103,2.2,4.0,6.0,3+,Relatively New,2602.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 4,0.65,4.0,2.0,2,Moderately Old,585.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 33,1.2,2.0,2.0,3,New Property,86.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 109,6.2,5.0,5.0,2,Relatively New,2430.0,1.0,0.0,0.0,Medium,Low Floor
house,sector 24,1.6,8.0,5.0,3+,Old Property,540.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.35,2.0,2.0,2,Relatively New,694.0,0.0,0.0,0.0,Medium,High Floor
house,sector 66,18.0,5.0,6.0,3+,Relatively New,4500.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 90,1.25,3.0,3.0,2,Relatively New,1578.0,0.0,0.0,0.0,Low,High Floor
flat,sector 84,1.05,3.0,3.0,3,Relatively New,1610.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 5,0.96,2.0,4.0,2,Moderately Old,945.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 99,0.5,2.0,1.0,2,New Property,652.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,0.86,2.0,3.0,3,Under Construction,998.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,1.27,3.0,3.0,3,Relatively New,1595.0,0.0,0.0,0.0,Low,Low Floor
