property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,vatika city,sector 49,1.69,8622.0,3.0,3.0,3,3.0,Moderately Old,2178.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0
flat,ireo victory valley,sector 67,4.5,14098.0,4.0,4.0,3+,0.0,Relatively New,3160.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0
house,unitech uniworld resorts,sector 33,8.5,17820.0,5.0,5.0,3+,3.0,New Property,4770.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0
flat,signature global solera,sector 107,0.4,6645.0,2.0,2.0,1,7.0,Relatively New,577.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0
flat,hsiidc sidco aravali,manesar,0.9,3648.0,4.0,4.0,3,7.0,Moderately Old,2233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,residency grand,sector 52,5.0,7692.0,5.0,7.0,3+,1.0,Moderately Old,5778.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0
flat,whiteland blissville,sector 76,1.9,11364.0,3.0,3.0,2,0.0,Under Construction,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
flat,spaze privy at,sector 84,1.24,6465.0,3.0,3.0,3,8.0,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,158.0
flat,central park flower valley,sector 33,1.4,21538.0,3.0,3.0,3,2.0,Under Construction,588.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,rof ananda,sector 95,0.46,6319.0,2.0,2.0,2,11.0,New Property,809.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,2.0,2.0,2,4.0,Under Construction,1130.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0
flat,conscient heritage max,sector 102,1.82,9372.0,3.0,4.0,3+,15.0,Moderately Old,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,125.0
flat,tulsiani easy in homes,sohna road,0.4,6723.0,2.0,2.0,3,12.0,New Property,661.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
flat,hsiidc sidco aravali,manesar,0.86,3323.0,3.0,3.0,3+,3.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0
flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,3.0,2,6.0,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,conscient elevate,sector 59,3.78,16499.0,3.0,3.0,3,3.0,Under Construction,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3.0,3.0,3,7.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3+,8.0,Relatively New,1466.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2.0,2.0,0,1.0,New Property,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,pyramid urban homes 2,sector 86,0.42,8485.0,2.0,2.0,1,2.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0
flat,prime habitat,sector 99,0.26,4745.0,2.0,2.0,1,6.0,Relatively New,611.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
flat,ramsons kshitij,sector 95,0.4,5839.0,3.0,2.0,2,6.0,New Property,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the lions cghs,sector 56,2.05,9535.0,4.0,4.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0
flat,sare crescent parc,sector 92,0.87,4971.0,4.0,4.0,2,2.0,Moderately Old,1584.0,0.0,0.0,1.0,0.0,0.0,2.0,115.0
flat,microtek greenburg,sector 86,1.65,8707.0,3.0,4.0,3,8.0,Relatively New,1715.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0
house,bhawani enclave,sector 12,0.42,8235.0,3.0,3.0,0,2.0,New Property,567.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4.0,4.0,3,3.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,1.0,113.0
flat,the khushboo cooperative housing society ltd,sector 9,0.88,4889.0,3.0,3.0,2,2.0,Old Property,1438.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
flat,tarc maceo,sector 91,1.4,7407.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
flat,m3m golfestate,sector 65,5.9,17544.0,3.0,3.0,3,9.0,Moderately Old,3043.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0
flat,signature global city 81,sector 81,0.82,8641.0,2.0,2.0,3,2.0,Relatively New,955.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
flat,bestech park view grand spa,sector 81,3.3,12222.0,4.0,5.0,3+,4.0,Relatively New,3070.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,gls avenue 51,sector 92,0.5,7812.0,3.0,3.0,1,12.0,New Property,711.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0
flat,tulip purple,sector 69,1.8,9000.0,4.0,5.0,3+,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,ireo the grand arch,sector 58,4.85,16934.0,4.0,5.0,3,23.0,Relatively New,3182.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0
flat,emaar palm heights,sector 77,1.79,8840.0,3.0,3.0,3,1.0,New Property,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,pareena coban residences,sector 99,1.13,5658.0,3.0,5.0,3,5.0,Relatively New,1790.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,dlf the ultima,sector 81,2.29,10926.0,3.0,4.0,3+,15.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,103.0
flat,breez global heights,sohna road,0.26,6599.0,1.0,1.0,1,6.0,New Property,438.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
flat,ramsons kshitij,sector 95,0.29,5179.0,2.0,2.0,2,14.0,Relatively New,507.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
house,independent,sector 1,1.85,16003.0,4.0,3.0,2,3.0,Moderately Old,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bestech park view residency,sector 2,0.95,6709.0,2.0,2.0,3,10.0,Old Property,1573.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
flat,brisk lumbini terrace homes,sector 109,1.5,6617.0,3.0,3.0,1,4.0,New Property,2519.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,indiabulls enigma,sector 110,4.0,9850.0,4.0,4.0,3,17.0,New Property,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
flat,global height,sohna road,0.45,6338.0,2.0,2.0,2,6.0,Relatively New,789.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0
flat,spectrum centre,sector 82a,0.62,9538.0,1.0,1.0,0,6.0,Relatively New,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf new town heights,sector 90,1.15,5959.0,3.0,3.0,3+,9.0,Relatively New,1747.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,vatika gurgaon,sector 83,1.4,6629.0,3.0,3.0,2,7.0,Relatively New,1570.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0
house,independent,sector 57,3.15,20349.0,5.0,4.0,3+,2.0,Moderately Old,1548.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0
flat,chd avenue,sector 71,0.98,6049.0,3.0,3.0,3,0.0,Moderately Old,1466.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3.0,3.0,3+,1.0,Relatively New,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,m3m golfestate,sector 65,5.0,16667.0,3.0,3.0,3,2.0,Relatively New,3245.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3.0,3.0,3,3.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
flat,godrej nature plus,sector 33,1.65,8267.0,3.0,3.0,3,2.0,Under Construction,2218.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,paras dews,sector 106,2.1,8917.0,4.0,6.0,3+,6.0,Relatively New,2131.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0
flat,jammu and kashmir bank employees cghs,sector 9,0.95,6129.0,3.0,3.0,2,5.0,Moderately Old,1403.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
flat,ats kocoon,sector 109,2.2,10501.0,3.0,4.0,3,13.0,Relatively New,1860.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,vipul world,sector 48,1.38,9485.0,3.0,3.0,1,2.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
house,nul,sector 25,15.0,23438.0,5.0,5.0,3,2.0,Moderately Old,6400.0,1.0,1.0,0.0,1.0,0.0,1.0,112.0
flat,uphaar residency 2,sector 105,0.42,5600.0,3.0,2.0,1,0.0,Moderately Old,833.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
flat,smart world orchard,sector 61,2.55,15644.0,3.0,3.0,2,4.0,New Property,1630.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
flat,ats tourmaline,sector 109,2.3,8897.0,3.0,4.0,3+,10.0,New Property,2339.0,0.0,1.0,0.0,0.0,1.0,0.0,74.0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4.0,3.0,2,1.0,Relatively New,3150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3,3.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,smartworld 1dxp,sector 113,2.75,10589.0,4.0,4.0,3+,20.0,Under Construction,2886.0,1.0,1.0,0.0,1.0,0.0,2.0,57.0
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3.0,3.0,3+,8.0,New Property,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,dlf the primus,sector 82a,1.85,10176.0,3.0,3.0,3,15.0,Moderately Old,1677.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
flat,ramprastha city,dwarka expressway,1.3,9286.0,3.0,3.0,2,3.0,Under Construction,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.23,7053.0,3.0,3.0,2,19.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
flat,m3m heights,sector 65,2.65,18493.0,2.0,2.0,3,4.0,New Property,1433.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
house,independent,sector 9,1.65,18333.0,2.0,3.0,0,3.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf trinity towers,sector 43,3.8,15510.0,3.0,3.0,3+,1.0,Moderately Old,2450.0,0.0,1.0,0.0,1.0,0.0,1.0,68.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4.0,4.0,3+,0.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,1.0,151.0
flat,dlf the arbour,sector 63,7.8,19747.0,4.0,4.0,0,6.0,New Property,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
flat,bestech park view residency,sector 2,1.5,7825.0,3.0,4.0,3+,10.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
house,ninex city,sector 76,1.75,6250.0,4.0,4.0,0,14.0,New Property,3111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3.0,3.0,3,1.0,Under Construction,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3.0,3.0,3,9.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
flat,paras dews,sector 106,1.05,8537.0,3.0,4.0,3+,10.0,Relatively New,1345.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,unitech heritage city,sector 14,4.26,13108.0,4.0,4.0,0,9.0,Old Property,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature the roselia,sector 95,0.41,6193.0,2.0,2.0,2,12.0,New Property,670.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0
house,ansals florence villa,sector 57,3.65,10580.0,6.0,6.0,2,3.0,Moderately Old,3450.0,1.0,1.0,1.0,1.0,0.0,2.0,152.0
flat,sbtl caladium,sector 109,1.2,6383.0,3.0,2.0,2,8.0,Relatively New,1701.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
flat,m3m woodshire,sector 107,0.98,6422.0,2.0,2.0,3,7.0,Relatively New,1281.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
house,independent,sector 56,7.5,23148.0,8.0,8.0,3+,3.0,Relatively New,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,42.0
flat,krrish florence estate,sector 70,1.65,7765.0,3.0,4.0,3+,27.0,New Property,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0
house,vipul tatvam villa,sector 48,5.5,21219.0,3.0,6.0,2,2.0,Moderately Old,2592.0,0.0,1.0,0.0,0.0,1.0,1.0,106.0
flat,tulip violet,sector 69,1.38,8973.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
house,independent,sector 69,0.8,10485.0,1.0,1.0,0,1.0,New Property,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,smart world gems,sector 89,0.9,8160.0,2.0,2.0,2,3.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0
flat,green homes,sector 52,1.85,7872.0,3.0,3.0,3,7.0,Moderately Old,2127.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0
flat,umang monsoon breeze,sector 78,0.75,6053.0,2.0,2.0,1,5.0,Moderately Old,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,pareena coban residences,sector 99,1.3,6510.0,3.0,3.0,0,16.0,New Property,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global park,sohna road,0.54,7248.0,2.0,1.0,3,1.0,New Property,828.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,signature global the millennia,sector 37d,0.55,9167.0,2.0,2.0,3,3.0,New Property,610.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
flat,m3m heights,sector 65,2.0,13957.0,2.0,2.0,2,32.0,Relatively New,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
flat,pareena coban residences,sector 99,1.32,6610.0,3.0,5.0,3,11.0,New Property,1737.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0
flat,experion windchants,sector 112,5.49,11585.0,4.0,5.0,3+,5.0,Relatively New,3655.35,0.0,1.0,0.0,0.0,0.0,1.0,168.0
flat,smart world gems,sector 89,1.0,9009.0,2.0,2.0,3,3.0,New Property,1233.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0
flat,supertech araville,sector 79,1.0,6536.0,2.0,2.0,3,4.0,Relatively New,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,smart world gems,sector 89,0.9,8160.0,2.0,2.0,2,2.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0
house,sector 57 huda,sector 57,3.8,26063.0,2.0,8.0,3+,4.0,Relatively New,1458.0,0.0,0.0,1.0,1.0,0.0,1.0,94.0
flat,sare homes,sector 92,0.65,4587.0,3.0,3.0,2,3.0,Relatively New,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,3.0,3.0,3,1.0,Under Construction,1535.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0
house,international city by sobha phase 2,sector 109,11.3,25111.0,7.0,5.0,3+,4.0,Relatively New,4500.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,ramprastha skyz,sector 37d,1.25,7251.0,3.0,3.0,3+,2.0,Under Construction,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,my home,sector 110,0.28,3167.0,2.0,1.0,1,2.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,2.0,2.0,3,0.0,Relatively New,1009.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0
house,dlf city plot phase 4,sector 28,13.0,17931.0,10.0,10.0,3+,1.0,Relatively New,8056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,parsvnath exotica,sector 53,4.8,16580.0,3.0,4.0,3+,8.0,Relatively New,2500.0,0.0,1.0,0.0,1.0,1.0,1.0,174.0
flat,godrej summit,sector 104,1.35,5015.0,4.0,5.0,3+,0.0,Relatively New,2991.0,1.0,1.0,1.0,1.0,0.0,0.0,88.0
flat,tulip monsella,sector 53,8.25,28004.0,3.0,4.0,3,8.0,Under Construction,2661.0,0.0,1.0,0.0,0.0,0.0,2.0,35.0
house,independent,sector 5,0.85,8500.0,1.0,1.0,0,1.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3.0,3.0,3,1.0,Moderately Old,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
flat,surendra avenue 69,sector 69,0.75,6818.0,2.0,2.0,2,4.0,Moderately Old,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 7,0.69,9103.0,1.0,1.0,1,2.0,Old Property,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 40,5.0,21124.0,9.0,9.0,3+,3.0,Moderately Old,2367.0,0.0,1.0,1.0,0.0,0.0,1.0,83.0
flat,umang monsoon breeze,sector 78,0.88,4746.0,3.0,4.0,3,8.0,Moderately Old,1668.0,0.0,1.0,0.0,1.0,0.0,0.0,111.0
flat,emaar mgf the enclave,sector 66,2.1,12353.0,3.0,4.0,2,12.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0
flat,m3m skycity,sector 65,3.0,16411.0,3.0,3.0,3,17.0,Under Construction,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
flat,dlf regal gardens,sector 90,1.7,7222.0,4.0,4.0,3+,15.0,Moderately Old,2005.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3,6.0,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,1.0,97.0
flat,smart world orchard,sector 61,1.85,14800.0,2.0,2.0,2,3.0,New Property,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,parsvnath exotica,sector 53,6.5,19174.0,4.0,5.0,3+,10.0,Relatively New,3000.0,1.0,1.0,0.0,1.0,0.0,1.0,174.0
house,independent,sector 26,5.8,12838.0,4.0,4.0,3+,4.0,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,godrej nature plus,sector 33,1.1,7971.0,2.0,2.0,2,14.0,Under Construction,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
house,independent,sector 5,1.5,5000.0,6.0,1.0,0,1.0,New Property,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare green parc phase 3,sector 92,0.7,5279.0,3.0,2.0,2,4.0,Relatively New,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.0,3.0,3.0,3+,1.0,Relatively New,1456.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0
house,signature global park,sohna road,0.85,7589.0,3.0,2.0,2,1.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
house,anamika enclave,sector 12,6.0,14493.0,9.0,9.0,3+,3.0,Old Property,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
house,sector 14 rwa,sector 14,6.5,20635.0,4.0,4.0,3+,2.0,Moderately Old,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare homes,sector 92,1.18,5207.0,4.0,4.0,3,8.0,Relatively New,2518.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
flat,paras dews,sector 106,1.15,7419.0,3.0,3.0,3,11.0,Relatively New,1650.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,wings apartment,sector 9,1.2,6667.0,4.0,3.0,2,4.0,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
flat,gls arawali homes,sohna road,0.28,5983.0,2.0,2.0,2,3.0,Relatively New,520.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
house,independent,sector 23,2.7,18621.0,5.0,5.0,2,3.0,Old Property,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
flat,m3m skywalk,sector 74,2.7,13380.0,3.0,3.0,3,13.0,New Property,2018.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0
flat,raheja sampada,sector 92,0.7,4453.0,3.0,3.0,0,7.0,Relatively New,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 6,1.0,4630.0,6.0,4.0,0,3.0,Moderately Old,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 53,4.0,17778.0,5.0,5.0,2,3.0,Relatively New,2250.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
house,bhim garh kheri,sector 3,0.75,6410.0,4.0,2.0,2,2.0,Old Property,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,gls arawali homes,sohna road,0.28,4938.0,2.0,2.0,2,3.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0
house,independent,sector 28,4.5,13889.0,4.0,4.0,0,4.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej summit,sector 104,0.85,6894.0,2.0,2.0,3,12.0,Relatively New,1611.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0
house,spaze privy,sector 72,3.09,6981.0,5.0,5.0,3+,14.0,Relatively New,3653.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0
flat,conscient habitat,sector 99,0.35,6422.0,2.0,2.0,1,3.0,Relatively New,606.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
flat,bptp mansions park prime,sector 66,3.0,10854.0,4.0,4.0,3,3.0,Relatively New,2700.0,1.0,1.0,0.0,1.0,1.0,1.0,174.0
flat,unitech uniworld gardens,sector 47,1.05,10532.0,2.0,2.0,2,3.0,Relatively New,1108.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
house,unitech nirvana birch court,sector 50,7.1,31430.0,3.0,3.0,3,1.0,Moderately Old,2259.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,sector 38 rwa,sector 38,4.3,28782.0,3.0,9.0,3+,3.0,Relatively New,1494.0,0.0,0.0,0.0,1.0,1.0,1.0,41.0
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2.0,2.0,3,10.0,New Property,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
flat,sbtl caladium,sector 109,1.6,6287.0,3.0,3.0,3,9.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0
flat,emaar palm heights,sector 77,1.75,11667.0,3.0,3.0,3+,11.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3.0,3.0,2,2.0,New Property,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats triumph,sector 104,1.95,8515.0,3.0,3.0,3+,3.0,New Property,2544.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4.0,4.0,3,10.0,Relatively New,3222.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
house,independent,sector 45,8.5,26235.0,5.0,4.0,2,1.0,Moderately Old,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,unitech vistas,sector 70,0.53,4801.0,2.0,2.0,2,9.0,Under Construction,991.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
flat,m3m sky lofts,sector 71,0.9,13177.0,1.0,1.0,0,6.0,New Property,683.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
flat,central park flower valley,sector 33,2.3,12778.0,4.0,4.0,3+,5.0,New Property,2000.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0
house,ashok vihar phase 3 gurgaon,sector 5,0.95,8879.0,4.0,3.0,2,1.0,Old Property,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,ramsons kshitij,sector 95,0.35,5495.0,2.0,2.0,0,5.0,New Property,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar palm gardens,sector 83,3.15,8400.0,5.0,7.0,3+,15.0,Relatively New,3200.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,signature global grand iva,sector 103,0.23,6534.0,1.0,1.0,1,4.0,Relatively New,400.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,m3m heights,sector 65,2.78,15200.0,3.0,3.0,3,44.0,Relatively New,1829.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3.0,3.0,3,20.0,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0
flat,signature global synera,sector 81,0.49,6667.0,2.0,2.0,3,5.0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
house,central park flower valley cerise floors,sector 33,1.35,11157.0,2.0,2.0,2,4.0,New Property,1210.0,1.0,0.0,0.0,0.0,0.0,2.0,107.0
house,independent,sector 14,6.4,20317.0,6.0,6.0,3+,3.0,Old Property,3150.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
flat,m3m sierra 68,sector 68,1.1,8987.0,2.0,2.0,3,1.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0
flat,tulip violet,sector 69,1.3,8447.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,1.0,0.0,1.0,94.0
flat,m3m capital,sector 113,2.9,12620.0,4.0,4.0,3+,11.0,Under Construction,2553.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,parsvnath green ville,sector 48,1.5,8787.0,3.0,3.0,3,1.0,Old Property,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0
house,independent,sector 43,2.55,13178.0,3.0,3.0,2,3.0,Relatively New,1935.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
flat,dlf the arbour,sector 63,8.5,21519.0,4.0,4.0,0,27.0,New Property,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
flat,raheja vedaanta,sector 108,0.65,4762.0,2.0,2.0,2,5.0,Relatively New,1235.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4.0,4.0,3+,8.0,Relatively New,2998.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0
flat,antriksh heights,sector 84,0.88,4822.0,3.0,3.0,3,16.0,Relatively New,1652.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
